key,item_fat_content,item_identifier,item_MRP,item_outlet_sales,item_type,item_weight,outlet_identifier,outlet_location_type,outlet_size,outlet_type,source,outlet_years,item_visibility_mean_ratio
3490,Non-Edible,NCJ31,241.8196,1687.1372,Non-consumable,19.2,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095311
3491,Regular,FDT50,97.8752,2109.2544,Food,6.75,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.99213066
3492,Regular,FDG21,150.405,3894.93,Food,17.35,OUT046,Tier 1,Small,Supermarket Type1,train,16,1.000094554
3493,Low Fat,FDM03,108.2938,535.969,Food,12.65,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.003388447
3494,Regular,FDO11,247.4092,6972.2576,Food,8,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763779
3495,Low Fat,FDX26,181.4292,2918.8672,Food,17.7,OUT045,Tier 2,Small,Supermarket Type1,train,11,0.99898034
3496,Regular,FDF39,261.591,2366.919,Food,14.85,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.004073591
3497,Non-Edible,NCR53,226.5404,225.0404,Non-consumable,12.15,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801941
3498,Regular,FDL57,257.9304,6458.26,Food,15.1,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258885
3499,Low Fat,FDO44,110.0228,3205.1612,Food,12.6,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002122776
3500,Non-Edible,NCY41,34.3532,1042.6428,Non-consumable,16.75,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.99802308
3501,Low Fat,FDL08,246.7144,5145.3024,Food,10.8,OUT046,Tier 1,Small,Supermarket Type1,train,16,1.00009456
3502,Non-Edible,NCV30,64.851,948.765,Non-consumable,20.2,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211822
3503,Low Fat,FDL45,126.2704,4255.7936,Food,15.6,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377932
3504,Low Fat,FDK09,227.2352,4122.6336,Food,15.2,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858114
3505,Low Fat,FDQ58,153.434,459.402,Food,7.315,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.001554715
3506,Regular,FDA28,127.0362,1384.1982,Food,16.1,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.001019663
3507,Regular,FDA02,143.1786,288.9572,Food,14,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740048
3508,Non-Edible,NCC54,240.4196,4579.3724,Non-consumable,17.75,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381131
3509,Regular,FDA55,225.4088,2460.7968,Food,17.2,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514943
3510,Non-Edible,NCJ43,173.1396,348.8792,Non-consumable,6.635,OUT010,Tier 3,Small,Grocery Store,train,15,1.673794973
3511,Non-Edible,NCB19,86.3882,85.8882,Non-consumable,6.525,OUT019,Tier 1,Small,Grocery Store,train,28,1.748152989
3512,Low Fat,FDA19,128.2994,3983.4814,Food,7.52,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
3513,Low Fat,FDD35,119.844,599.22,Food,12.15,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998391704
3514,Regular,FDK08,100.1016,1113.2176,Food,9.195,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.00227812
3515,Low Fat,FDN27,116.9808,3866.9664,Food,20.85,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995345647
3516,Non-Edible,NCC19,192.982,4633.968,Non-consumable,6.57,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.994384456
3517,Low Fat,FDL16,47.306,1071.938,Food,12.85,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763775
3518,Non-Edible,NCL54,176.9054,4202.5296,Non-consumable,12.6,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995665878
3519,Low Fat,FDR33,108.057,2087.283,Food,7.31,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763777
3520,Regular,FDD52,108.557,1208.427,Food,18.25,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034297
3521,Regular,FDV33,259.2304,4649.9472,Food,9.6,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776762
3522,Regular,FDF21,191.153,1707.777,Food,10.3,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.942295083
3523,Low Fat,FDM56,109.1912,545.956,Food,16.7,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.040939408
3524,Regular,FDB12,103.2648,2388.8904,Food,11.15,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034292
3525,Regular,FDI48,51.2666,410.1328,Food,11.85,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.971656984
3526,Low Fat,FDH09,51.8982,473.3838,Food,12.6,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776766
3527,Regular,FDQ36,38.3848,932.12,Food,7.855,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.77875269
3528,Regular,FDY16,184.8266,3872.9586,Food,18.35,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999356789
3529,Non-Edible,NCM43,164.321,5546.114,Non-consumable,14.5,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.99337792
3530,Low Fat,FDF59,124.902,1771.028,Food,12.5,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278111
3531,Non-Edible,NCR38,253.4724,755.0172,Non-consumable,17.25,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258885
3532,Low Fat,FDY13,78.067,2220.443,Food,12.1,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258879
3533,Regular,FDC40,76.1986,1090.5804,Food,16,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034293
3534,Regular,FDT11,189.4556,1877.556,Food,5.94,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858116
3535,Low Fat,FDT59,230.2668,2994.7684,Food,13.65,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.001019676
3536,Non-Edible,NCU54,208.427,5452.902,Non-consumable,8.88,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447685
3537,Regular,FDG34,106.7254,542.627,Food,11.5,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196711
3538,Regular,FDQ36,39.2848,857.5504,Food,7.855,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.005846602
3539,Regular,DRZ11,122.0388,1238.388,Drink,8.85,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776763
3540,Low Fat,DRH23,55.7614,110.5228,Drink,14.65,OUT019,Tier 1,Small,Grocery Store,train,28,1.745545599
3541,Regular,FDT55,157.0946,5522.811,Food,13.6,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.005656422
3542,Non-Edible,NCV53,241.288,5512.824,Non-consumable,8.27,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616815
3543,Low Fat,FDQ33,151.6708,4815.0656,Food,13.35,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.963622544
3544,Non-Edible,NCJ54,230.8642,4414.9198,Non-consumable,9.895,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999167814
3545,Regular,FDY16,186.2266,1106.5596,Food,18.35,OUT019,Tier 1,Small,Grocery Store,train,28,1.751202034
3546,Non-Edible,NCN07,129.9284,1054.6272,Non-consumable,18.5,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211819
3547,Regular,FDO01,129.7994,1284.994,Food,21.1,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278114
3548,Low Fat,FDP32,126.8678,1780.3492,Food,6.65,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095311
3549,Non-Edible,NCN07,130.9284,1977.426,Non-consumable,18.5,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278102
3550,Low Fat,DRN47,180.766,3056.022,Drink,12.1,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.992364808
3551,Non-Edible,NCM18,61.1194,2352.9372,Non-consumable,13,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236226
3552,Regular,FDD40,193.6162,5195.2374,Food,20.25,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612667
3553,Low Fat,FDW47,122.8414,731.0484,Food,15,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211827
3554,Low Fat,FDI45,175.6054,1050.6324,Food,13.1,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
3555,Low Fat,FDJ46,174.0054,2101.2648,Food,11.1,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.004168526
3556,Regular,FDD38,100.2674,203.7348,Food,16.75,OUT010,Tier 3,Small,Grocery Store,train,15,1.668704057
3557,Low Fat,FDS37,117.2492,2432.8332,Food,7.655,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472549
3558,Regular,FDY60,145.2128,3739.1328,Food,10.5,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002217557
3559,Regular,FDP13,41.948,199.74,Food,8.1,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002041406
3560,Low Fat,FDM28,181.366,1977.426,Food,15.7,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236227
3561,Regular,FDY33,159.7262,5728.5432,Food,14.5,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095303
3562,Non-Edible,NCM54,125.5678,1398.8458,Non-consumable,17.7,OUT013,Tier 3,High,Supermarket Type1,train,26,0.996128827
3563,Low Fat,FDK04,58.5588,801.6232,Food,7.36,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447666
3564,Non-Edible,NCI42,207.1954,1667.1632,Non-consumable,18.75,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258949
3565,Regular,FDF45,59.9904,644.4944,Food,18.2,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.003293667
3566,Regular,FDN56,144.8786,3323.0078,Food,5.46,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763779
3567,Regular,FDR56,196.5768,3350.3056,Food,15.5,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095301
3568,Low Fat,FDX40,39.3164,540.6296,Food,12.85,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.996958482
3569,Low Fat,FDB34,86.0198,2006.0554,Food,15.25,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095315
3570,Regular,FDY47,130.531,1298.31,Food,8.6,OUT045,Tier 2,Small,Supermarket Type1,train,11,0.998980333
3571,Low Fat,DRB01,190.953,2466.789,Drink,7.39,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998391717
3572,Regular,FDR51,151.4708,2407.5328,Food,9.035,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002028025
3573,Low Fat,FDR48,152.3024,1518.024,Food,11.65,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776763
3574,Regular,FDZ25,171.179,1867.569,Food,15.7,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999167833
3575,Low Fat,FDJ04,120.3124,2725.7852,Food,18,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249687
3576,Non-Edible,NCG07,190.853,4554.072,Non-consumable,12.3,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612657
3577,Low Fat,FDB52,257.4672,3835.008,Food,17.75,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514949
3578,Regular,FDH14,142.0838,2528.7084,Food,17.1,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236222
3579,Non-Edible,NCY17,43.0086,758.3462,Non-consumable,18.2,OUT046,Tier 1,Small,Supermarket Type1,train,16,1.000189121
3580,Regular,FDX31,234.4958,1402.1748,Food,20.35,OUT045,Tier 2,Small,Supermarket Type1,train,11,0.868003654
3581,Low Fat,FDN12,112.3544,1006.6896,Food,15.6,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
3582,Regular,FDG56,59.7536,918.804,Food,13.3,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514936
3583,Low Fat,FDP23,218.3166,5660.6316,Food,6.71,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.001019668
3584,Low Fat,FDC47,226.9694,6851.082,Food,15,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236223
3585,Low Fat,FDW25,86.8224,1448.7808,Food,5.175,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612666
3586,Non-Edible,NCR42,33.89,99.87,Non-consumable,9.105,OUT045,Tier 2,Small,Supermarket Type1,train,11,0.998980344
3587,Low Fat,DRO59,75.4012,986.7156,Drink,11.8,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
3588,Low Fat,FDT60,124.5388,1733.7432,Food,12,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278121
3589,Low Fat,FDE32,37.8506,265.6542,Food,20.7,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.003293647
3590,Regular,FDF21,191.553,6641.355,Food,10.3,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875256
3591,Regular,FDX04,46.0376,527.3136,Food,19.6,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616785
3592,Regular,FDC22,193.482,2510.066,Food,6.89,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.039883533
3593,Low Fat,FDD39,216.385,3678.545,Food,16.7,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472561
3594,Regular,DRC36,175.0054,1926.1594,Drink,13,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.996958487
3595,Low Fat,DRE01,241.7512,5331.7264,Drink,10.1,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447679
3596,Low Fat,FDP37,130.3994,2826.9868,Food,15.6,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381139
3597,Low Fat,DRI01,173.7422,2759.0752,Drink,7.97,OUT045,Tier 2,Small,Supermarket Type1,train,11,0.852954881
3598,Non-Edible,NCE19,54.5956,218.3824,Non-consumable,8.97,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740041
3599,Non-Edible,NCS30,128.9652,1808.3128,Non-consumable,5.945,OUT017,Tier 2,Small,Supermarket Type1,train,6,0.963954165
3600,Regular,FDX31,234.4958,3271.7412,Food,20.35,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.004168487
3601,Regular,FDH47,96.4068,2527.3768,Food,13.5,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
3602,Regular,FDY11,65.0142,856.8846,Food,6.71,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.003293651
3603,Low Fat,FDU23,166.0184,330.2368,Food,12.15,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196693
3604,Regular,FDO19,50.5034,1458.102,Food,17.7,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999167784
3605,Regular,FDP08,193.9478,4456.1994,Food,20.5,OUT013,Tier 3,High,Supermarket Type1,train,26,0.99738114
3606,Low Fat,FDX19,235.1958,4673.916,Food,19.1,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616794
3607,Low Fat,FDJ28,191.2162,1924.162,Food,12.3,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095278
3608,Low Fat,FDE29,62.0878,302.939,Food,8.905,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
3609,Regular,FDC14,40.0454,209.727,Food,14.5,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858133
3610,Regular,FDV44,190.7188,1904.188,Food,8.365,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875261
3611,Non-Edible,NCF43,141.947,2004.058,Non-consumable,8.51,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.005656403
3612,Non-Edible,NCY42,144.047,3149.234,Non-consumable,6.38,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616841
3613,Non-Edible,NCZ06,253.8698,3297.7074,Non-consumable,19.6,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612656
3614,Regular,FDB29,115.1176,1488.7288,Food,16.7,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034306
3615,Regular,FDL28,231.7668,460.7336,Food,10,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998486049
3616,Regular,FDF57,168.6448,2897.5616,Food,14.5,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472565
3617,Low Fat,FDE44,50.3692,591.2304,Food,14.65,OUT013,Tier 3,High,Supermarket Type1,train,26,0.99916783
3618,Regular,FDU33,45.3402,918.804,Food,7.63,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377937
3619,Regular,FDA08,163.8526,1808.9786,Food,11.85,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095308
3620,Non-Edible,NCC06,127.1336,2812.3392,Non-consumable,19,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211836
3621,Low Fat,FDO32,45.806,1165.15,Food,6.36,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447682
3622,Low Fat,FDU39,58.4562,711.0744,Food,18.85,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.999223243
3623,Non-Edible,NCK18,165.9184,2972.1312,Non-consumable,9.6,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.003293597
3624,Low Fat,FDI26,177.3344,1605.9096,Food,5.94,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
3625,Low Fat,DRE37,189.9872,1323.6104,Drink,13.5,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447684
3626,Non-Edible,NCN26,117.5808,351.5424,Non-consumable,10.85,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196705
3627,Regular,FDS16,147.376,2197.14,Food,15.15,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034296
3628,Regular,FDE40,62.4194,804.9522,Food,15.6,OUT018,Tier 3,Medium,Supermarket Type2,train,4,0.972694031
3629,Regular,FDP03,122.9388,2105.2596,Food,5.15,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.040781405
3630,Regular,FDA27,253.9672,3068.0064,Food,20.35,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.001554726
3631,Regular,FDJ12,208.8296,5400.9696,Food,8.895,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
3632,Low Fat,FDT03,181.7608,1102.5648,Food,21.25,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278101
3633,Low Fat,FDF50,195.7768,2956.152,Food,4.905,OUT035,Tier 2,Small,Supermarket Type1,train,9,1.000321709
3634,Regular,FDC51,124.173,1601.249,Food,10.895,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472562
3635,Non-Edible,NCL55,254.604,759.012,Non-consumable,12.15,OUT019,Tier 1,Small,Grocery Store,train,28,1.751202055
3636,Regular,FDZ23,185.224,6338.416,Food,17.75,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023068
3637,Low Fat,FDW24,50.2034,1166.4816,Food,6.8,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236222
3638,Low Fat,FDH21,156.9604,4595.3516,Food,10.395,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023062
3639,Non-Edible,NCQ41,193.5794,390.1588,Non-consumable,14.8,OUT010,Tier 3,Small,Grocery Store,train,15,1.674111508
3640,Low Fat,FDH48,84.554,778.986,Food,13.5,OUT018,Tier 3,Medium,Supermarket Type2,train,4,0.842811553
3641,Regular,FDX11,183.6634,2544.6876,Food,16,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034292
3642,Low Fat,FDK33,211.956,4474.176,Food,17.85,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381118
3643,Low Fat,FDV36,127.102,3289.052,Food,18.7,OUT045,Tier 2,Small,Supermarket Type1,train,11,0.998980337
3644,Non-Edible,NCW41,159.3604,2059.9852,Non-consumable,18,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002122803
3645,Low Fat,FDU32,120.8414,852.8898,Food,8.785,OUT019,Tier 1,Small,Grocery Store,train,28,1.74951091
3646,Regular,FDE36,162.7868,4258.4568,Food,5.26,OUT045,Tier 2,Small,Supermarket Type1,train,11,0.99898033
3647,Regular,FDO27,94.9752,1534.0032,Food,6.175,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.040081731
3648,Regular,FDW27,156.6314,3257.7594,Food,5.86,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.00202803
3649,Low Fat,FDJ48,246.9118,5681.2714,Food,11.3,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995157457
3650,Regular,FDR11,161.1578,1765.0358,Food,10.5,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616802
3651,Low Fat,FDV07,110.3228,2763.07,Food,9.5,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.004586565
3652,Low Fat,FDO50,93.0804,2940.1728,Food,16.25,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995345674
3653,Regular,FDN04,178.2344,2854.9504,Food,11.8,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875228
3654,Regular,FDZ08,81.8592,1238.388,Food,12.5,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002028031
3655,Low Fat,FDD05,119.3098,1928.1568,Food,19.35,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278107
3656,Regular,FDV60,195.011,2749.754,Food,20.2,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.996769964
3657,Non-Edible,NCG30,123.5046,2739.1012,Non-consumable,20.2,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616801
3658,Low Fat,FDX37,100.57,5093.37,Food,16.2,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612656
3659,Low Fat,FDW24,49.6034,972.068,Food,6.8,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763778
3660,Low Fat,DRM48,39.1848,559.272,Drink,15.2,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612647
3661,Low Fat,FDF46,116.7834,4952.8862,Food,7.07,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995157454
3662,Non-Edible,NCY54,170.5422,3621.2862,Non-consumable,8.43,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.99825888
3663,Low Fat,FDS35,64.6826,774.9912,Food,9.3,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875251
3664,Regular,FDB04,88.3856,1318.284,Food,11.35,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.99802306
3665,Non-Edible,NCK05,59.3536,918.804,Non-consumable,20.1,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.0057515
3666,Low Fat,FDT46,49.0008,101.2016,Food,11.35,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801952
3667,Regular,FDP52,228.601,7350.432,Food,18.7,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995157467
3668,Non-Edible,NCR17,117.5492,1390.1904,Non-consumable,9.8,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875243
3669,Non-Edible,NCN54,76.3328,1312.9576,Non-consumable,20.35,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095296
3670,Regular,FDX12,241.2196,6507.5292,Food,18.2,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999810892
3671,Low Fat,DRL23,105.2938,2036.6822,Drink,18.35,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258885
3672,Low Fat,DRN47,179.866,3595.32,Drink,12.1,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.040081738
3673,Regular,FDM25,174.0712,2460.7968,Food,10.695,OUT013,Tier 3,High,Supermarket Type1,train,26,0.996128828
3674,Low Fat,FDF52,184.2292,4560.73,Food,9.3,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377928
3675,Regular,FDU21,33.1558,543.2928,Food,11.8,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236222
3676,Low Fat,FDI15,263.5884,2384.8956,Food,13.8,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.00259768
3677,Low Fat,FDJ09,46.4744,543.2928,Food,15,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.003710966
3678,Regular,FDW03,105.1306,3135.918,Food,5.63,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211834
3679,Regular,FDA07,124.3072,2695.1584,Food,7.55,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763775
3680,Low Fat,FDU39,57.3562,1007.3554,Food,18.85,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875247
3681,Regular,FDI60,61.951,1518.024,Food,7.22,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472554
3682,Low Fat,FDK33,211.656,2556.672,Food,17.85,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236198
3683,Low Fat,FDN01,177.437,3528.74,Food,8.895,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763776
3684,Low Fat,FDV38,54.6956,163.7868,Food,19.25,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381134
3685,Non-Edible,NCV06,194.2478,2712.4692,Non-consumable,11.3,OUT013,Tier 3,High,Supermarket Type1,train,26,0.99926231
3686,Low Fat,FDQ34,107.8622,1058.622,Food,10.85,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.99844768
3687,Low Fat,DRK37,189.853,4933.578,Drink,5,OUT045,Tier 2,Small,Supermarket Type1,train,11,0.775785742
3688,Non-Edible,NCY53,110.2544,1454.1072,Non-consumable,20,OUT013,Tier 3,High,Supermarket Type1,train,26,0.971728332
3689,Low Fat,FDD53,43.7454,671.1264,Food,16.2,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.992130661
3690,Low Fat,FDV49,264.6226,4757.8068,Food,10,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
3691,Low Fat,FDY36,74.338,146.476,Food,12.3,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740121
3692,Low Fat,FDH34,185.7582,3529.4058,Food,8.63,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447674
3693,Non-Edible,NCD07,115.4518,2390.8878,Non-consumable,9.1,OUT017,Tier 2,Small,Supermarket Type1,train,6,0.750607351
